1.0500e-04,-2.7970e-05
1.1458e-04,-3.0627e-05
1.0741e-04,-2.8616e-05
9.9454e-05,-2.6884e-05
8.2379e-05,-2.2064e-05
7.9794e-05,-2.1288e-05
1.0358e-04,-2.7951e-05
8.4943e-05,-2.2876e-05
8.6741e-05,-2.3571e-05
8.0821e-05,-2.2087e-05
1.6372e-04,-4.4153e-05
2.2259e-04,-6.0184e-05
2.8894e-04,-7.7919e-05
3.6194e-04,-9.7474e-05
4.4414e-04,-1.1956e-04
4.9047e-04,-1.3166e-04
5.6400e-04,-1.5109e-04
6.3439e-04,-1.7003e-04
7.0546e-04,-1.8858e-04
7.7166e-04,-2.0595e-04
8.4355e-04,-2.2541e-04
9.0096e-04,-2.4060e-04
9.6601e-04,-2.5753e-04
1.0463e-03,-2.7894e-04
1.1092e-03,-2.9582e-04
1.1689e-03,-3.1174e-04
1.2322e-03,-3.2830e-04
1.2921e-03,-3.4447e-04
1.3639e-03,-3.6340e-04
1.4364e-03,-3.8296e-04
1.4767e-03,-3.9366e-04
1.5667e-03,-4.1785e-04
1.6068e-03,-4.2831e-04
1.6889e-03,-4.5024e-04
1.7401e-03,-4.6358e-04
1.8143e-03,-4.8355e-04
1.8667e-03,-4.9724e-04
1.9354e-03,-5.1529e-04
1.9976e-03,-5.3279e-04
2.0598e-03,-5.4920e-04
2.1148e-03,-5.6322e-04
2.1836e-03,-5.8177e-04
2.2506e-03,-5.9903e-04
2.3226e-03,-6.1751e-04
2.3860e-03,-6.3427e-04
2.4301e-03,-6.4547e-04
2.5255e-03,-6.6957e-04
2.5719e-03,-6.8149e-04
2.6456e-03,-7.0073e-04
2.7136e-03,-7.1782e-04
2.7688e-03,-7.3140e-04
2.8445e-03,-7.5010e-04
2.9135e-03,-7.6669e-04
2.9823e-03,-7.8275e-04
3.0440e-03,-7.9688e-04
3.1102e-03,-8.1232e-04
3.1666e-03,-8.2427e-04
3.2378e-03,-8.4051e-04
3.3185e-03,-8.5894e-04
3.3798e-03,-8.7158e-04
3.4541e-03,-8.8763e-04
3.5306e-03,-9.0378e-04
3.5898e-03,-9.1508e-04
3.6523e-03,-9.2763e-04
3.7436e-03,-9.4757e-04
3.8145e-03,-9.6124e-04
3.8796e-03,-9.7427e-04
3.9616e-03,-9.9076e-04
4.0273e-03,-1.0030e-03
4.1100e-03,-1.0194e-03
4.1789e-03,-1.0328e-03
4.2659e-03,-1.0503e-03
4.3154e-03,-1.0579e-03
4.3909e-03,-1.0729e-03
4.4567e-03,-1.0856e-03
4.5281e-03,-1.0988e-03
4.6055e-03,-1.1138e-03
4.6778e-03,-1.1276e-03
4.7477e-03,-1.1405e-03
4.8263e-03,-1.1555e-03
4.8776e-03,-1.1644e-03
4.9594e-03,-1.1802e-03
5.0145e-03,-1.1895e-03
5.0999e-03,-1.2076e-03
5.1640e-03,-1.2187e-03
5.2198e-03,-1.2276e-03
5.3107e-03,-1.2467e-03
5.3768e-03,-1.2590e-03
5.4381e-03,-1.2699e-03
5.5118e-03,-1.2838e-03
5.5838e-03,-1.2976e-03
5.6551e-03,-1.3117e-03
5.7077e-03,-1.3208e-03
5.7751e-03,-1.3337e-03
5.8584e-03,-1.3503e-03
5.9220e-03,-1.3619e-03
5.9701e-03,-1.3711e-03
